% Model,case5_base_model.mph
% Version,COMSOL 6.0.0.405
% Date,"Nov 7 2023, 14:32"
% Table,Table - T_out - 
% Time (h),"T_out (K), Probe_T_out - HE - 15m","T_out (K), Probe_T_out - HE - 30m","T_out (K), Probe_T_out - HE - 45m"
433,283.954449537613,283.9263134272655,283.9298411652748
434,284.00116699666955,283.9729395247687,283.9765034106268
435,284.0347952613285,284.0064937086342,284.01009662809787
436,284.05487537358647,284.0265244171949,284.03015730506564
437,284.062873834266,284.03449504888744,284.038147604422
438,284.0584634917423,284.03008443019684,284.0337484020476
439,284.0371267508278,284.0087756662925,284.01243423994697
440,284.0144105298143,283.9861005908945,283.9897508956282
441,283.98711526803055,283.9588566890136,283.9624910558067
442,283.95897663589494,283.93077383881945,283.93438786215836
443,283.92158947640837,283.8934525443083,283.8970373991176
444,283.8893492958104,283.8612763979,283.8648366176424
445,283.8573006588653,283.82929029019783,283.8328239532791
446,283.83752591931193,283.8095641324352,283.813078339133
447,283.8052819526441,283.777374216293,283.7808575402705
448,283.7784410103363,283.7505830273928,283.75404355736663
449,283.76338718489046,283.7355653057837,283.7390125886428
450,283.760996562475,283.7331920583856,283.7366316245658
451,283.7603603076268,283.7325623600819,283.73599321330926
452,283.7613626329249,283.7335639631377,283.7369903922046
453,283.76412390261345,283.7363197429512,283.73974696134394
454,283.76235790190754,283.73455140858744,283.7379780433786
455,283.79062726828903,283.762790112724,283.76623946370836
456,283.8322833872578,283.804390884314,283.80786552796997
457,283.8754575182425,283.8474966653653,283.85099504039596
458,283.9173186994232,283.88928446635003,283.892811651199
459,283.95676177832155,283.9286544911878,283.932214374466
460,283.980772812732,283.95260817014855,283.95619228791634
461,283.99013989010024,283.9619408928026,283.96554578759236
462,283.9913645750836,283.96315358334243,283.9667796137535
463,283.9797573300773,283.9515603023264,283.95518942140086
464,283.9585261232423,283.930363766538,283.9339821166175
465,283.93280367553996,283.90468802432764,283.9082938491552
466,283.91461744411777,283.8865477255993,283.8901457183937
467,283.89155383440135,283.86353298043747,283.86710369537104
468,283.86372460634453,283.8357534157889,283.8393005649679
469,283.830824183872,283.80290923311645,283.80643141825544
470,283.79930646354245,283.77144927530634,283.77494812207897
471,283.7738347589198,283.7460306512813,283.74951075925406
472,283.75228283351316,283.7245235091383,283.72798089659534
473,283.7380546237307,283.7103281257336,283.71376877272826
474,283.72403933333334,283.6963397676107,283.69976470634793
475,283.680753677225,283.6531075021638,283.65649799294937
476,283.6560615080785,283.6284613726122,283.6318397177584
477,283.6302121074025,283.6026574808546,283.60601817212597
478,283.61762330417736,283.5900999463821,283.59344776435864
479,283.64551684398486,283.61797677760364,283.62133795547845
480,283.6987163160594,283.67111286714083,283.6744976359299
481,283.74769553905054,283.72001136264373,283.7234157595309
482,283.79290117581974,283.7651314083396,283.7685650709437
483,283.83807348742374,283.8102166138,283.8136907525698
484,283.8719848502667,283.84405397600216,283.8475628147777
485,283.89505035072017,283.8670678268667,283.87060629601496
486,283.89911169117624,283.8711058169118,283.8746598160633
487,283.8760958289096,283.8481066042731,283.8516575393278
488,283.8495307578729,283.8215800283294,283.82512722662415
489,283.8131870604394,283.7852968785534,283.7888266561794
490,283.77839074592237,283.75056557179227,283.754074011173
491,283.74551654350773,283.7177562463225,283.7212398262929
492,283.71465230306796,283.68695354842174,283.69041052952315
493,283.6820418202233,283.6544035937867,283.65783172652635
